IdIncident;CarrierDelay;WeatherDelay;NASDelay
303;991.0;4;
304;1346.0;6;0.00
305;483.0;2;
306;2565.0;11;189.00
307;867.0;4;8.00
308;909.0;4;
309;1201.0;5;
310;2457.0;10;7.00
311;1491.0;6;
312;862.0;4;5.00
313;1605.0;7;0.00
314;1400.0;6;17.00
315;1620.0;7;
316;1739.0;7;
317;1846.0;8;0.00
318;1546.0;7;42.00
319;1546.0;7;0.00
320;967.0;4;9.00
321;811.0;4;
322;1400.0;6;13.00
323;2288.0;10;0.00
324;819.0;4;0.00
325;588.0;3;
326;602.0;3;8.00
327;826.0;4;4.00
328;529.0;3;
329;416.0;2;0.00
330;296.0;2;
331;1346.0;6;50.00
332;282.0;2;
333;1199.0;5;0.00
334;1208.0;5;0.00
335;224.0;1;0.00
336;1185.0;5;0.00
337;680.0;3;7.00
338;1744.0;7;7.00
339;1744.0;7;60.00
340;991.0;4;9.00
341;2393.0;10;0.00
342;2454.0;10;272.00
343;622.0;3;
344;372.0;2;2.00
345;468.0;2;
346;651.0;3;135.00
347;2254.0;10;
348;1969.0;8;
349;997.0;4;0.00
350;1123.0;5;0.00
351;199.0;1;
352;2288.0;10;7.00
353;2585.0;11;
354;2133.0;9;19.00
355;455.0;2;
356;2139.0;9;
357;1504.0;7;21.00
358;191.0;1;24.00
359;2548.0;11;
360;996.0;4;0.00
361;1620.0;7;25.00
362;1436.0;6;24.00
363;1452.0;6;0.00
364;451.0;2;29.00
365;804.0;4;
366;1725.0;7;
367;524.0;3;
368;1250.0;6;
369;1781.0;8;
370;413.0;2;0.00
371;977.0;4;0.00
372;2036.0;9;
373;1943.0;8;
374;955.0;4;
375;1504.0;7;10.00
376;404.0;2;
377;651.0;3;5.00
378;862.0;4;136.00
379;2704.0;11;16.00
380;2079.0;9;0.00
381;2079.0;9;48.00
382;455.0;2;7.00
383;1651.0;7;0.00
384;794.0;4;
385;1504.0;7;16.00
386;679.0;3;0.00
387;1024.0;5;16.00
388;2704.0;11;0.00
389;116.0;1;
390;2454.0;10;24.00
391;1024.0;5;0.00
392;2306.0;10;0.00
