IdIncident;CarrierDelay;WeatherDelay;NASDelay
2825;867.0;4;1.00
2826;2036.0;9;2.00
2827;2036.0;9;10.00
2828;867.0;4;23.00
2829;1874.0;8;80.00
2830;416.0;2;28.00
2831;925.0;4;14.00
2832;1201.0;5;86.00
2833;2306.0;10;35.00
2834;2565.0;11;95.00
2835;140.0;1;17.00
2836;550.0;3;92.00
2837;631.0;3;33.00
2838;192.0;1;43.00
2839;1703.0;7;12.00
2840;1012.0;5;7.00
2841;2454.0;10;32.00
2842;925.0;4;225.00
2843;1290.0;6;42.00
2844;1943.0;8;85.00
2845;862.0;4;30.00
2846;2442.0;10;82.00
2847;1034.0;5;7.00
2848;1571.0;7;36.00
2849;2454.0;10;16.00
2850;1208.0;5;50.00
2851;1222.0;5;17.00
2852;1416.0;6;7.00
2853;1846.0;8;16.00
2854;1372.0;6;15.00
2855;967.0;4;304.00
2856;299.0;2;162.00
2857;349.0;2;1.00
2858;2367.0;10;62.00
2859;964.0;4;20.00
2860;1825.0;8;21.00
2861;1723.0;7;27.00
2862;643.0;3;27.00
2863;1012.0;5;26.00
2864;1452.0;6;9.00
2865;1290.0;6;9.00
2866;1222.0;5;5.00
2867;925.0;4;89.00
2868;1829.0;8;18.00
2869;1400.0;6;198.00
2870;760.0;4;13.00
2871;1400.0;6;45.00
2872;2565.0;11;59.00
2873;819.0;4;14.00
2874;826.0;4;8.00
2875;1744.0;7;44.00
2876;678.0;3;29.00
2877;651.0;3;17.00
2878;2585.0;11;86.00
2879;191.0;1;56.00
2880;1514.0;7;90.00
2881;1874.0;8;26.00
2882;316.0;2;72.00
2883;925.0;4;69.00
2884;2398.0;10;8.00
2885;2288.0;10;45.00
2886;1943.0;8;12.00
2887;1635.0;7;20.00
2888;4184.0;11;16.00
2889;2704.0;11;51.00
2890;802.0;4;5.00
2891;802.0;4;118.00
2892;235.0;1;37.00
2893;2521.0;11;3.00
2894;1222.0;5;48.00
2895;1182.0;5;5.00
2896;2521.0;11;13.00
2897;2457.0;10;9.00
2898;937.0;4;3.00
2899;1068.0;5;27.00
2900;2133.0;9;29.00
2901;212.0;1;56.00
2902;937.0;4;28.00
2903;2007.0;9;13.00
2904;1504.0;7;1.00
2905;1185.0;5;16.00
2906;1874.0;8;11.00
2907;964.0;4;16.00
2908;2400.0;10;115.00
2909;108.0;1;18.00
2910;2338.0;10;22.00
2911;748.0;3;3.00
2912;1400.0;6;34.00
2913;1235.0;5;0.00
2914;2454.0;10;57.00
2915;2338.0;10;19.00
2916;1034.0;5;6.00
2917;1709.0;7;49.00
2918;1199.0;5;25.00
2919;1222.0;5;4.00
2920;2133.0;9;7.00
2921;316.0;2;112.00
2922;1911.0;8;41.00
2923;391.0;2;59.00
2924;1068.0;5;8.00
2925;414.0;2;2.00
2926;1379.0;6;25.00
2927;746.0;3;22.00
2928;602.0;3;2.00
2929;862.0;4;172.00
2930;967.0;4;20.00
2931;1167.0;5;6.00
2932;1400.0;6;11.00
2933;733.0;3;5.00
2934;1185.0;5;48.00
2935;1290.0;6;19.00
2936;1569.0;7;62.00
2937;2367.0;10;31.00
2938;678.0;3;1.00
2939;140.0;1;23.00
2940;1167.0;5;31.00
2941;853.0;4;21.00
2942;2253.0;10;34.00
2943;1250.0;6;7.00
2944;1514.0;7;9.00
2945;977.0;4;7.00
2946;2036.0;9;9.00
2947;200.0;1;25.00
2948;746.0;3;23.00
2949;622.0;3;1.00
2950;397.0;2;22.00
2951;1620.0;7;22.00
2952;550.0;3;119.00
2953;447.0;2;21.00
2954;1024.0;5;58.00
2955;1190.0;5;85.00
2956;1943.0;8;8.00
2957;967.0;4;765.00
2958;1062.0;5;7.00
2959;2327.0;10;16.00
2960;811.0;4;91.00
2961;447.0;2;18.00
2962;447.0;2;48.00
2963;2454.0;10;38.00
2964;844.0;4;34.00
2965;2434.0;10;43.00
2966;1744.0;7;17.00
2967;1346.0;6;140.00
2968;2585.0;11;3.00
2969;680.0;3;72.00
2970;472.0;2;58.00
2971;2393.0;10;23.00
2972;1034.0;5;38.00
2973;2565.0;11;33.00
2974;1635.0;7;101.00
2975;2052.0;9;0.00
2976;212.0;1;20.00
2977;1608.0;7;25.00
2978;2253.0;10;35.00
2979;2139.0;9;22.00
2980;1829.0;8;35.00
2981;862.0;4;17.00
2982;2704.0;11;30.00
2983;2565.0;11;15.00
2984;2007.0;9;21.00
2985;844.0;4;
2986;1969.0;8;48.00
2987;2338.0;10;16.00
2988;977.0;4;78.00
2989;3302.0;11;15.00
2990;2338.0;10;12.00
2991;2367.0;10;199.00
2992;2367.0;10;22.00
2993;733.0;3;37.00
2994;2521.0;11;11.00
2995;2133.0;9;17.00
2996;1050.0;5;26.00
2997;1065.0;5;5.00
2998;1703.0;7;72.00
2999;937.0;4;31.00
3000;120.0;1;17.00
3001;1162.0;5;45.00
3002;1400.0;6;15.00
3003;421.0;2;13.00
3004;925.0;4;19.00
3005;1416.0;6;87.00
3006;1744.0;7;6.00
3007;854.0;4;14.00
3008;2486.0;10;17.00
3009;934.0;4;5.00
3010;964.0;4;19.00
3011;760.0;4;14.00
3012;451.0;2;131.00
3013;1167.0;5;64.00
3014;888.0;4;23.00
3015;760.0;4;3.00
3016;977.0;4;21.00
3017;1846.0;8;4.00
3018;2457.0;10;14.00
3019;466.0;2;753.00
3020;196.0;1;21.00
3021;420.0;2;8.00
3022;752.0;4;50.00
3023;488.0;2;29.00
3024;752.0;4;31.00
3025;230.0;1;19.00
3026;230.0;1;62.00
3027;1024.0;5;82.00
3028;607.0;3;0.00
3029;250.0;2;95.00
3030;250.0;2;249.00
3031;250.0;2;72.00
3032;196.0;1;612.00
3033;1069.0;5;124.00
3034;441.0;2;0.00
3035;441.0;2;30.00
3036;139.0;1;4.00
3037;223.0;1;8.00
3038;177.0;1;9.00
3039;299.0;2;3.00
3040;343.0;2;3.00
3041;522.0;3;16.00
3042;268.0;2;4.00
3043;67.0;1;135.00
3044;296.0;2;55.00
3045;122.0;1;47.00
3046;67.0;1;81.00
3047;258.0;2;16.00
3048;696.0;3;8.00
3049;227.0;1;496.00
3050;196.0;1;6.00
3051;566.0;3;10.00
3052;282.0;2;10.00
3053;299.0;2;14.00
3054;325.0;2;34.00
3055;246.0;1;76.00
3056;277.0;2;1.00
3057;160.0;1;8.00
3058;172.0;1;9.00
3059;872.0;4;61.00
3060;160.0;1;24.00
3061;284.0;2;28.00
3062;209.0;1;37.00
3063;143.0;1;39.00
3064;143.0;1;23.00
3065;195.0;1;17.00
3066;445.0;2;4.00
3067;696.0;3;4.00
3068;282.0;2;13.00
3069;143.0;1;126.00
3070;67.0;1;44.00
3071;286.0;2;49.00
3072;723.0;3;11.00
3073;224.0;1;7.00
3074;488.0;2;21.00
3075;510.0;3;1.00
3076;577.0;3;1.00
3077;420.0;2;15.00
3078;752.0;4;7.00
3079;627.0;3;61.00
3080;577.0;3;7.00
3081;73.0;1;28.00
3082;230.0;1;141.00
3083;258.0;2;8.00
3084;948.0;4;38.00
3085;416.0;2;2.00
3086;323.0;2;114.00
3087;413.0;2;167.00
3088;152.0;1;39.00
3089;403.0;2;45.00
3090;139.0;1;30.00
3091;258.0;2;3.00
3092;441.0;2;6.00
3093;137.0;1;13.00
3094;401.0;2;158.00
3095;368.0;2;114.00
3096;177.0;1;63.00
3097;343.0;2;15.00
3098;642.0;3;10.00
3099;272.0;2;21.00
3100;501.0;3;25.00
3101;122.0;1;66.00
3102;501.0;3;3.00
3103;246.0;1;34.00
3104;212.0;1;2.00
3105;266.0;2;16.00
3106;143.0;1;47.00
3107;195.0;1;18.00
3108;325.0;2;19.00
3109;284.0;2;8.00
3110;160.0;1;4.00
3111;172.0;1;373.00
3112;209.0;1;7.00
3113;143.0;1;143.00
3114;209.0;1;1.00
3115;212.0;1;18.00
3116;246.0;1;7.00
3117;172.0;1;25.00
3118;645.0;3;73.00
3119;594.0;3;11.00
3120;594.0;3;101.00
3121;143.0;1;16.00
3122;849.0;4;4.00
3123;299.0;2;100.00
3124;516.0;3;31.00
3125;137.0;1;4.00
3126;472.0;2;30.00
3127;770.0;4;15.00
3128;224.0;1;59.00
3129;466.0;2;5.00
3130;420.0;2;26.00
3131;604.0;3;28.00
3132;483.0;2;17.00
3133;135.0;1;30.00
3134;607.0;3;36.00
3135;1009.0;5;39.00
3136;213.0;1;29.00
3137;522.0;3;95.00
3138;438.0;2;13.00
3139;177.0;1;123.00
3140;240.0;1;7.00
3141;67.0;1;24.00
3142;299.0;2;2.00
3143;462.0;2;105.00
3144;462.0;2;8.00
3145;849.0;4;73.00
3146;368.0;2;16.00
3147;738.0;3;9.00
3148;462.0;2;26.00
3149;227.0;1;28.00
3150;272.0;2;28.00
3151;462.0;2;9.00
3152;299.0;2;11.00
3153;246.0;1;166.00
3154;143.0;1;13.00
3155;642.0;3;14.00
3156;284.0;2;19.00
3157;172.0;1;6.00
3158;212.0;1;70.00
3159;195.0;1;11.00
3160;172.0;1;4.00
3161;645.0;3;4.00
3162;594.0;3;9.00
3163;445.0;2;6.00
3164;282.0;2;32.00
3165;179.0;1;3.00
3166;515.0;3;51.00
3167;224.0;1;5.00
3168;130.0;1;47.00
3169;773.0;4;63.00
3170;223.0;1;0.00
3171;630.0;3;126.00
3172;316.0;2;21.00
3173;577.0;3;18.00
3174;359.0;2;74.00
3175;770.0;4;100.00
3176;230.0;1;54.00
3177;416.0;2;23.00
3178;491.0;2;43.00
3179;258.0;2;23.00
3180;258.0;2;61.00
3181;557.0;3;3.00
3182;646.0;3;53.00
3183;258.0;2;80.00
3184;258.0;2;6.00
3185;522.0;3;30.00
3186;258.0;2;7.00
3187;67.0;1;45.00
3188;177.0;1;25.00
3189;179.0;1;0.00
3190;177.0;1;31.00
3191;240.0;1;38.00
3192;160.0;1;25.00
3193;566.0;3;101.00
3194;94.0;1;16.00
3195;528.0;3;72.00
3196;522.0;3;1.00
3197;173.0;1;5.00
3198;160.0;1;45.00
3199;240.0;1;11.00
3200;67.0;1;235.00
3201;589.0;3;17.00
3202;528.0;3;137.00
3203;528.0;3;27.00
3204;462.0;2;198.00
3205;296.0;2;12.00
3206;258.0;2;52.00
3207;343.0;2;12.00
3208;528.0;3;80.00
3209;401.0;2;0.00
3210;122.0;1;12.00
3211;160.0;1;7.00
3212;738.0;3;22.00
3213;160.0;1;3.00
3214;67.0;1;32.00
3215;209.0;1;6.00
3216;212.0;1;11.00
3217;246.0;1;2.00
3218;288.0;2;89.00
3219;67.0;1;110.00
3220;773.0;4;16.00
3221;130.0;1;4.00
3222;108.0;1;4.00
3223;223.0;1;59.00
3224;157.0;1;87.00
3225;911.0;4;80.00
3226;258.0;2;231.00
3227;456.0;2;42.00
3228;456.0;2;0.00
3229;510.0;3;3.00
3230;359.0;2;38.00
3231;130.0;1;17.00
3232;264.0;2;3.00
3233;416.0;2;3.00
3234;323.0;2;223.00
3235;606.0;3;15.00
3236;606.0;3;6.00
3237;531.0;3;16.00
3238;371.0;2;15.00
3239;522.0;3;12.00
3240;475.0;2;59.00
3241;588.0;3;148.00
3242;240.0;1;9.00
3243;196.0;1;5.00
3244;371.0;2;0.00
3245;368.0;2;49.00
3246;849.0;4;2.00
3247;173.0;1;1.00
3248;108.0;1;42.00
3249;368.0;2;175.00
3250;738.0;3;68.00
3251;738.0;3;5.00
3252;108.0;1;6.00
3253;528.0;3;10.00
3254;67.0;1;99.00
3255;462.0;2;4.00
3256;129.0;1;30.00
3257;246.0;1;40.00
3258;628.0;3;5.00
3259;284.0;2;13.00
3260;594.0;3;23.00
3261;316.0;2;8.00
3262;588.0;3;9.00
3263;67.0;1;173.00
3264;240.0;1;226.00
3265;130.0;1;2.00
3266;576.0;3;20.00
3267;300.0;2;79.00
3268;472.0;2;10.00
3269;752.0;4;9.00
3270;563.0;3;68.00
3271;141.0;1;77.00
3272;152.0;1;47.00
3273;420.0;2;81.00
3274;589.0;3;38.00
3275;483.0;2;23.00
3276;1024.0;5;162.00
3277;416.0;2;21.00
3278;783.0;4;56.00
3279;403.0;2;63.00
3280;646.0;3;20.00
3281;272.0;2;5.00
3282;316.0;2;9.00
3283;177.0;1;113.00
3284;240.0;1;24.00
3285;173.0;1;4.00
3286;738.0;3;29.00
3287;67.0;1;92.00
3288;738.0;3;13.00
3289;67.0;1;11.00
3290;401.0;2;195.00
3291;398.0;2;25.00
3292;272.0;2;78.00
3293;272.0;2;3.00
3294;501.0;3;262.00
3295;666.0;3;48.00
3296;160.0;1;95.00
3297;129.0;1;25.00
3298;195.0;1;60.00
3299;209.0;1;3.00
3300;209.0;1;60.00
3301;177.0;1;21.00
3302;288.0;2;8.00
3303;596.0;3;24.00
3304;77.0;1;7.00
3305;157.0;1;7.00
3306;1085.0;5;46.00
3307;770.0;4;22.00
3308;696.0;3;33.00
3309;493.0;2;1.00
3310;135.0;1;3.00
3311;229.0;1;0.00
3312;1085.0;5;17.00
3313;420.0;2;65.00
3314;229.0;1;2.00
3315;212.0;1;32.00
3316;230.0;1;37.00
3317;264.0;2;82.00
3318;250.0;2;22.00
3319;531.0;3;67.00
3320;235.0;1;14.00
3321;472.0;2;13.00
3322;152.0;1;42.00
3323;120.0;1;19.00
3324;157.0;1;22.00
3325;323.0;2;1161.00
3326;177.0;1;20.00
3327;160.0;1;58.00
3328;476.0;2;100.00
3329;577.0;3;54.00
3330;224.0;1;12.00
3331;173.0;1;18.00
3332;416.0;2;784.00
3333;398.0;2;3.00
3334;398.0;2;70.00
3335;501.0;3;45.00
3336;343.0;2;121.00
3337;129.0;1;425.00
3338;100.0;1;40.00
3339;277.0;2;81.00
3340;284.0;2;17.00
3341;160.0;1;2.00
3342;143.0;1;8.00
3343;195.0;1;2.00
3344;872.0;4;26.00
3345;160.0;1;39.00
3346;209.0;1;12.00
3347;143.0;1;155.00
3348;246.0;1;12.00
3349;645.0;3;44.00
3350;288.0;2;4.00
3351;143.0;1;27.00
3352;282.0;2;31.00
3353;438.0;2;2.00
3354;286.0;2;5.00
3355;456.0;2;16.00
3356;696.0;3;7.00
3357;224.0;1;38.00
3358;137.0;1;69.00
3359;466.0;2;732.00
3360;563.0;3;23.00
3361;1015.0;5;19.00
3362;589.0;3;32.00
3363;607.0;3;35.00
3364;300.0;2;29.00
3365;403.0;2;93.00
3366;783.0;4;72.00
3367;1081.0;5;44.00
3368;646.0;3;3.00
3369;1081.0;5;2.00
3370;300.0;2;2.00
3371;594.0;3;25.00
3372;475.0;2;4.00
3373;475.0;2;25.00
3374;177.0;1;47.00
3375;177.0;1;16.00
3376;655.0;3;
3377;67.0;1;1.00
3378;296.0;2;14.00
3379;177.0;1;12.00
3380;122.0;1;126.00
3381;77.0;1;79.00
3382;272.0;2;2.00
3383;462.0;2;33.00
3384;501.0;3;190.00
3385;566.0;3;158.00
3386;246.0;1;51.00
3387;696.0;3;23.00
3388;441.0;2;35.00
3389;282.0;2;14.00
3390;872.0;4;5.00
3391;266.0;2;71.00
3392;94.0;1;17.00
3393;872.0;4;21.00
3394;284.0;2;36.00
3395;143.0;1;12.00
3396;604.0;3;59.00
3397;577.0;3;6.00
3398;1024.0;5;70.00
3399;637.0;3;
3400;637.0;3;22.00
3401;627.0;3;17.00
3402;286.0;2;16.00
3403;135.0;1;39.00
3404;515.0;3;0.00
3405;152.0;1;92.00
3406;770.0;4;1.00
3407;1849.0;8;108.00
3408;684.0;3;17.00
3409;1546.0;7;24.00
3410;955.0;4;28.00
3411;1141.0;5;9.00
3412;628.0;3;7.00
3413;1155.0;5;18.00
3414;1155.0;5;4.00
3415;1075.0;5;5.00
3416;826.0;4;29.00
3417;971.0;4;50.00
3418;757.0;4;30.00
3419;1147.0;5;37.00
3420;550.0;3;130.00
3421;1449.0;6;15.00
3422;771.0;4;0.00
3423;1189.0;5;17.00
3424;882.0;4;300.00
3425;1371.0;6;24.00
3426;628.0;3;1.00
3427;1072.0;5;2.00
3428;1558.0;7;22.00
3429;951.0;4;0.00
3430;920.0;4;6.00
3431;895.0;4;393.00
3432;1136.0;5;18.00
3433;1136.0;5;11.00
3434;1183.0;5;7.00
3435;1576.0;7;4.00
3436;967.0;4;95.00
3437;602.0;3;79.00
3438;948.0;4;2.00
3439;1575.0;7;14.00
3440;816.0;4;8.00
3441;816.0;4;2.00
3442;1096.0;5;16.00
3443;1013.0;5;0.00
3444;484.0;2;19.00
3445;2446.0;10;177.00
3446;829.0;4;76.00
3447;757.0;4;66.00
3448;896.0;4;7.00
3449;896.0;4;64.00
3450;770.0;4;23.00
3451;1558.0;7;23.00
3452;1075.0;5;14.00
3453;1053.0;5;39.00
3454;1053.0;5;1.00
3455;1075.0;5;141.00
3456;2174.0;9;0.00
3457;1069.0;5;128.00
3458;680.0;3;1.00
3459;1199.0;5;6.00
3460;762.0;4;0.00
3461;1011.0;5;159.00
3462;2026.0;9;23.00
3463;1447.0;6;0.00
3464;551.0;3;154.00
3465;494.0;2;14.00
3466;494.0;2;102.00
3467;846.0;4;40.00
3468;1258.0;6;1.00
3469;872.0;4;8.00
3470;1476.0;6;41.00
3471;1476.0;6;122.00
3472;1166.0;5;21.00
3473;1166.0;5;8.00
3474;1362.0;6;4.00
3475;680.0;3;14.00
3476;1546.0;7;9.00
3477;1607.0;7;12.00
3478;1587.0;7;13.00
3479;2218.0;9;47.00
3480;1048.0;5;75.00
3481;1306.0;6;10.00
3482;896.0;4;45.00
3483;896.0;4;9.00
3484;1089.0;5;239.00
3485;1089.0;5;0.00
3486;1576.0;7;5.00
3487;1737.0;7;2.00
3488;1371.0;6;17.00
3489;1576.0;7;10.00
3490;1546.0;7;12.00
3491;1025.0;5;10.00
3492;1824.0;8;32.00
3493;1189.0;5;0.00
3494;948.0;4;59.00
3495;472.0;2;16.00
3496;1337.0;6;4.00
3497;846.0;4;14.00
3498;349.0;2;3.00
3499;349.0;2;2.00
3500;602.0;3;19.00
3501;967.0;4;40.00
3502;1014.0;5;40.00
3503;1096.0;5;8.00
3504;1460.0;6;13.00
3505;602.0;3;31.00
3506;1477.0;6;2.00
3507;468.0;2;34.00
3508;449.0;2;4.00
3509;404.0;2;27.00
3510;1590.0;7;0.00
3511;404.0;2;2.00
3512;585.0;3;30.00
3513;985.0;4;115.00
3514;368.0;2;207.00
3515;2065.0;9;16.00
3516;1297.0;6;0.00
3517;971.0;4;72.00
3518;684.0;3;20.00
3519;1199.0;5;33.00
3520;391.0;2;2.00
3521;1011.0;5;117.00
3522;1011.0;5;11.00
3523;2026.0;9;141.00
3524;955.0;4;23.00
3525;1454.0;6;63.00
3526;1454.0;6;17.00
3527;1141.0;5;19.00
3528;2149.0;9;0.00
3529;2149.0;9;15.00
3530;993.0;4;194.00
3531;861.0;4;91.00
3532;1607.0;7;9.00
3533;2039.0;9;21.00
3534;1306.0;6;23.00
3535;1012.0;5;12.00
3536;1072.0;5;34.00
3537;861.0;4;36.00
3538;628.0;3;69.00
3539;641.0;3;64.00
3540;930.0;4;282.00
3541;775.0;4;8.00
3542;826.0;4;1.00
3543;888.0;4;61.00
3544;468.0;2;23.00
3545;468.0;2;4.00
3546;2446.0;10;5.00
3547;862.0;4;56.00
3548;1199.0;5;15.00
3549;616.0;3;7.00
3550;1587.0;7;3.00
3551;775.0;4;15.00
3552;879.0;4;65.00
3553;879.0;4;0.00
3554;2026.0;9;14.00
3555;628.0;3;3.00
3556;1258.0;6;3.00
3557;1047.0;5;0.00
3558;1569.0;7;14.00
3559;1678.0;7;155.00
3560;2218.0;9;1.00
3561;1011.0;5;3.00
3562;985.0;4;46.00
3563;1209.0;5;22.00
3564;1005.0;5;12.00
3565;1072.0;5;21.00
3566;1520.0;7;14.00
3567;833.0;4;21.00
3568;833.0;4;61.00
3569;2149.0;9;106.00
3570;684.0;3;59.00
3571;1546.0;7;1.00
3572;1199.0;5;50.00
3573;971.0;4;68.00
3574;1052.0;5;261.00
3575;971.0;4;1.00
3576;1306.0;6;2.00
3577;1075.0;5;6.00
3578;1449.0;6;4.00
3579;1109.0;5;69.00
3580;2218.0;9;319.00
3581;1136.0;5;24.00
3582;1454.0;6;20.00
3583;1454.0;6;4.00
3584;680.0;3;26.00
3585;1607.0;7;28.00
3586;1113.0;5;31.00
3587;896.0;4;28.00
3588;804.0;4;11.00
3589;1136.0;5;0.00
3590;927.0;4;26.00
3591;1310.0;6;11.00
3592;861.0;4;232.00
3593;895.0;4;2.00
3594;957.0;4;67.00
3595;1005.0;5;45.00
3596;1189.0;5;21.00
3597;951.0;4;187.00
3598;951.0;4;14.00
3599;1080.0;5;15.00
3600;1080.0;5;1.00
3601;770.0;4;10.00
3602;776.0;4;86.00
3603;1096.0;5;120.00
3604;888.0;4;28.00
3605;2149.0;9;28.00
3606;896.0;4;34.00
3607;1090.0;5;25.00
3608;1069.0;5;5.00
3609;2149.0;9;2.00
3610;1362.0;6;15.00
3611;2065.0;9;9.00
3612;985.0;4;96.00
3613;2139.0;9;2.00
3614;1524.0;7;3.00
3615;971.0;4;26.00
3616;1052.0;5;11.00
3617;1053.0;5;130.00
3618;1306.0;6;32.00
3619;1447.0;6;23.00
3620;386.0;2;4.00
3621;1024.0;5;19.00
3622;1607.0;7;15.00
3623;1011.0;5;7.00
3624;1069.0;5;110.00
3625;1101.0;5;314.00
3626;1005.0;5;10.00
3627;896.0;4;23.00
3628;1546.0;7;8.00
3629;895.0;4;13.00
3630;1025.0;5;5.00
3631;1824.0;8;9.00
3632;1824.0;8;3.00
3633;1183.0;5;42.00
3634;927.0;4;0.00
3635;945.0;4;3.00
3636;1211.0;5;26.00
3637;872.0;4;243.00
3638;468.0;2;8.00
3639;1590.0;7;86.00
3640;2039.0;9;23.00
3641;1416.0;6;42.00
3642;1747.0;7;27.00
3643;386.0;2;214.00
3644;1129.0;5;17.00
3645;1129.0;5;24.00
3646;494.0;2;17.00
3647;551.0;3;17.00
3648;869.0;4;2.00
3649;1306.0;6;3.00
3650;1090.0;5;21.00
3651;985.0;4;127.00
3652;985.0;4;3.00
3653;1053.0;5;10.00
3654;533.0;3;32.00
3655;680.0;3;75.00
3656;1011.0;5;262.00
3657;1371.0;6;416.00
3658;1587.0;7;0.00
3659;1709.0;7;8.00
3660;2218.0;9;4.00
3661;2218.0;9;7.00
3662;1028.0;5;18.00
3663;1371.0;6;35.00
3664;1183.0;5;96.00
3665;1200.0;5;0.00
3666;1072.0;5;8.00
3667;861.0;4;18.00
3668;1024.0;5;6.00
3669;1824.0;8;20.00
3670;853.0;4;30.00
3671;1062.0;5;3.00
3672;819.0;4;20.00
3673;993.0;4;14.00
3674;861.0;4;5.00
3675;641.0;3;14.00
3676;945.0;4;38.00
3677;1013.0;5;41.00
3678;1211.0;5;0.00
3679;1590.0;7;10.00
3680;993.0;4;35.00
3681;2039.0;9;10.00
3682;1454.0;6;10.00
3683;1454.0;6;14.00
3684;888.0;4;17.00
3685;837.0;4;8.00
3686;837.0;4;69.00
3687;862.0;4;13.00
3688;495.0;2;7.00
3689;862.0;4;27.00
3690;888.0;4;26.00
3691;955.0;4;11.00
3692;955.0;4;107.00
3693;1607.0;7;10.00
3694;1069.0;5;10.00
3695;589.0;3;13.00
3696;2174.0;9;12.00
3697;1590.0;7;1.00
3698;2149.0;9;33.00
3699;882.0;4;12.00
3700;826.0;4;43.00
3701;444.0;2;16.00
3702;1164.0;5;0.00
3703;1849.0;8;0.00
3704;2218.0;9;16.00
3705;1144.0;5;12.00
3706;861.0;4;31.00
3707;957.0;4;2.00
3708;927.0;4;12.00
3709;1136.0;5;7.00
3710;861.0;4;1.00
3711;1371.0;6;34.00
3712;602.0;3;35.00
3713;1096.0;5;35.00
3714;1337.0;6;28.00
3715;930.0;4;494.00
3716;1575.0;7;15.00
3717;551.0;3;5.00
3718;979.0;4;6.00
3719;979.0;4;2.00
3720;1547.0;7;81.00
3721;874.0;4;0.00
3722;641.0;3;4.00
3723;1476.0;6;56.00
3724;495.0;2;14.00
3725;1069.0;5;2.00
3726;2149.0;9;24.00
3727;1166.0;5;2.00
3728;773.0;4;18.00
3729;773.0;4;11.00
3730;1012.0;5;102.00
3731;895.0;4;11.00
3732;1025.0;5;1.00
3733;1824.0;8;4.00
3734;1576.0;7;87.00
3735;1506.0;7;15.00
3736;449.0;2;71.00
3737;449.0;2;11.00
3738;468.0;2;5.00
3739;2446.0;10;26.00
3740;1476.0;6;137.00
3741;1476.0;6;17.00
3742;2149.0;9;54.00
3743;2039.0;9;28.00
3744;1164.0;5;14.00
3745;1196.0;5;6.00
3746;1196.0;5;12.00
3747;1297.0;6;3.00
3748;1199.0;5;62.00
3749;701.0;3;0.00
3750;701.0;3;17.00
3751;955.0;4;35.00
3752;993.0;4;179.00
3753;1120.0;5;4.00
3754;834.0;4;21.00
3755;1189.0;5;24.00
3756;971.0;4;27.00
3757;1013.0;5;40.00
3758;404.0;2;14.00
3759;2446.0;10;68.00
3760;993.0;4;11.00
3761;930.0;4;56.00
3762;930.0;4;227.00
3763;1024.0;5;8.00
3764;1447.0;6;16.00
3765;1075.0;5;1.00
3766;680.0;3;28.00
3767;551.0;3;22.00
3768;1129.0;5;59.00
3769;1129.0;5;13.00
3770;1258.0;6;16.00
3771;1587.0;7;12.00
3772;1090.0;5;20.00
3773;2149.0;9;27.00
3774;1200.0;5;106.00
3775;1506.0;7;36.00
3776;993.0;4;105.00
3777;896.0;4;5.00
3778;837.0;4;1.00
3779;1590.0;7;13.00
3780;2065.0;9;114.00
3781;1155.0;5;10.00
3782;971.0;4;9.00
3783;532.0;3;15.00
3784;1025.0;5;2.00
3785;1371.0;6;9.00
3786;1025.0;5;22.00
3787;1072.0;5;95.00
3788;843.0;4;19.00
3789;816.0;4;46.00
3790;816.0;4;0.00
3791;930.0;4;12.00
3792;1575.0;7;228.00
3793;551.0;3;4.00
3794;2446.0;10;21.00
3795;1476.0;6;23.00
3796;1069.0;5;8.00
3797;2026.0;9;40.00
3798;1024.0;5;30.00
3799;1558.0;7;207.00
3800;927.0;4;7.00
3801;628.0;3;19.00
3802;1211.0;5;68.00
3803;1460.0;6;37.00
3804;945.0;4;33.00
3805;2026.0;9;27.00
3806;1053.0;5;0.00
3807;1053.0;5;16.00
3808;1075.0;5;3.00
3809;888.0;4;31.00
3810;1587.0;7;17.00
3811;1052.0;5;32.00
3812;775.0;4;3.00
3813;985.0;4;13.00
3814;985.0;4;8.00
3815;1069.0;5;20.00
3816;1012.0;5;108.00
3817;1025.0;5;12.00
3818;993.0;4;46.00
3819;861.0;4;12.00
3820;404.0;2;20.00
3821;1590.0;7;2.00
3822;1520.0;7;22.00
3823;1014.0;5;16.00
3824;628.0;3;74.00
3825;829.0;4;66.00
3826;585.0;3;155.00
3827;1476.0;6;18.00
3828;680.0;3;15.00
3829;888.0;4;44.00
3830;771.0;4;309.00
3831;1476.0;6;20.00
3832;391.0;2;105.00
3833;1476.0;6;131.00
3834;1147.0;5;1.00
3835;1113.0;5;14.00
3836;1199.0;5;111.00
3837;971.0;4;6.00
3838;2149.0;9;8.00
3839;1028.0;5;89.00
3840;1189.0;5;3.00
3841;1012.0;5;31.00
3842;1024.0;5;10.00
3843;641.0;3;17.00
3844;1737.0;7;113.00
3845;1737.0;7;14.00
3846;1034.0;5;29.00
3847;602.0;3;81.00
3848;1013.0;5;9.00
3849;776.0;4;35.00
3850;776.0;4;2.00
3851;391.0;2;20.00
3852;846.0;4;16.00
3853;770.0;4;2.00
3854;533.0;3;87.00
3855;775.0;4;23.00
3856;872.0;4;1.00
3857;1416.0;6;36.00
3858;414.0;2;14.00
3859;1299.0;6;22.00
3860;1299.0;6;1.00
3861;2026.0;9;21.00
3862;1090.0;5;3.00
3863;757.0;4;252.00
3864;1075.0;5;82.00
3865;1849.0;8;222.00
3866;1047.0;5;4.00
3867;1047.0;5;29.00
3868;985.0;4;2.00
3869;1747.0;7;33.00
