CarrierDelay;WeatherDelay;NASDelay
1118.0;5;0.00
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;15.00
1118.0;5;2.00
1118.0;5;
1118.0;5;0.00
1118.0;5;298.00
1118.0;5;8.00
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;28.00
1118.0;5;
1118.0;5;111.00
1118.0;5;7.00
1118.0;5;
1118.0;5;6.00
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;0.00
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;0.00
1118.0;5;80.00
1118.0;5;
1118.0;5;10.00
1118.0;5;36.00
1118.0;5;21.00
1118.0;5;25.00
1118.0;5;7.00
1118.0;5;
1118.0;5;
1118.0;5;
1118.0;5;
1050.0;5;8.00
1050.0;5;12.00
1050.0;5;6.00
1050.0;5;17.00
1050.0;5;64.00
1050.0;5;11.00
1050.0;5;
1050.0;5;
1050.0;5;5.00
1050.0;5;10.00
1050.0;5;12.00
1050.0;5;
1050.0;5;
1050.0;5;5.00
1050.0;5;195.00
1050.0;5;
1050.0;5;14.00
1050.0;5;
1050.0;5;8.00
1050.0;5;15.00
1050.0;5;
1050.0;5;
1050.0;5;44.00
1050.0;5;
1050.0;5;
1050.0;5;
1050.0;5;8.00
1050.0;5;10.00
1050.0;5;
1050.0;5;0.00
1050.0;5;
1023.0;5;14.00
1023.0;5;
1023.0;5;11.00
1023.0;5;5.00
1023.0;5;
1023.0;5;
1023.0;5;
1023.0;5;16.00
1023.0;5;100.00
1023.0;5;
1023.0;5;7.00
1023.0;5;
1023.0;5;10.00
1023.0;5;12.00
1023.0;5;5.00
1023.0;5;4.00
1023.0;5;
1023.0;5;17.00
1023.0;5;
1023.0;5;23.00
1023.0;5;
1023.0;5;5.00
1023.0;5;10.00
1023.0;5;
1023.0;5;
1023.0;5;
1023.0;5;
1023.0;5;
1023.0;5;13.00
1023.0;5;11.00
1023.0;5;5.00
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;27.00
1032.0;5;15.00
1032.0;5;20.00
1032.0;5;6.00
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;4.00
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;
1032.0;5;8.00
1032.0;5;
1032.0;5;
1032.0;5;9.00
1032.0;5;7.00
1032.0;5;
1028.0;5;0.00
1028.0;5;0.00
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;34.00
1028.0;5;42.00
1028.0;5;
1028.0;5;
1028.0;5;0.00
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;34.00
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;0.00
1028.0;5;
399.0;2;114.00
399.0;2;
399.0;2;13.00
399.0;2;
399.0;2;0.00
399.0;2;
399.0;2;2.00
399.0;2;18.00
399.0;2;
399.0;2;
399.0;2;
399.0;2;
399.0;2;
399.0;2;26.00
399.0;2;9.00
399.0;2;11.00
399.0;2;
399.0;2;
399.0;2;8.00
399.0;2;
399.0;2;
399.0;2;0.00
399.0;2;
399.0;2;
399.0;2;
399.0;2;
399.0;2;1.00
399.0;2;
399.0;2;
399.0;2;15.00
399.0;2;13.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;18.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;15.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;38.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;8.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;3.00
1046.0;5;
1182.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1046.0;5;0.00
1182.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;20.00
1046.0;5;14.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;0.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;51.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;15.00
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;137.00
1249.0;5;
1249.0;5;
1249.0;5;37.00
1249.0;5;33.00
1249.0;5;15.00
1249.0;5;
1249.0;5;
1249.0;5;
1249.0;5;0.00
1249.0;5;0.00
1249.0;5;
1249.0;5;0.00
1249.0;5;
1249.0;5;0.00
1249.0;5;
1249.0;5;
1249.0;5;
1249.0;5;
1249.0;5;2.00
1249.0;5;
1249.0;5;
1249.0;5;
1249.0;5;0.00
1249.0;5;
1249.0;5;144.00
1249.0;5;
1249.0;5;
1249.0;5;
1249.0;5;
1249.0;5;
1249.0;5;
1046.0;5;
1182.0;5;11.00
1046.0;5;
1182.0;5;16.00
1046.0;5;34.00
1182.0;5;8.00
1046.0;5;8.00
1182.0;5;10.00
1046.0;5;112.00
1182.0;5;70.00
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;
1046.0;5;
1182.0;5;0.00
1046.0;5;100.00
1182.0;5;11.00
1046.0;5;19.00
1182.0;5;20.00
1046.0;5;0.00
1182.0;5;18.00
1046.0;5;41.00
1182.0;5;21.00
1046.0;5;33.00
1182.0;5;30.00
1046.0;5;10.00
1182.0;5;2.00
1046.0;5;10.00
1182.0;5;10.00
1046.0;5;25.00
1182.0;5;60.00
1046.0;5;
1182.0;5;
1046.0;5;23.00
1182.0;5;14.00
1046.0;5;22.00
1182.0;5;35.00
1182.0;5;19.00
1046.0;5;
1182.0;5;
1046.0;5;
1046.0;5;32.00
1182.0;5;15.00
1046.0;5;27.00
1182.0;5;7.00
1046.0;5;
1182.0;5;
1046.0;5;20.00
1182.0;5;27.00
1182.0;5;42.00
1046.0;5;
1046.0;5;36.00
1182.0;5;11.00
1046.0;5;
1182.0;5;
1182.0;5;14.00
1046.0;5;
1046.0;5;9.00
1182.0;5;
1182.0;5;47.00
1046.0;5;3.00
581.0;3;
581.0;3;
581.0;3;66.00
581.0;3;
581.0;3;11.00
581.0;3;24.00
581.0;3;
581.0;3;
581.0;3;17.00
581.0;3;
581.0;3;
581.0;3;
581.0;3;0.00
581.0;3;68.00
581.0;3;
581.0;3;20.00
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;27.00
581.0;3;
581.0;3;29.00
581.0;3;
581.0;3;17.00
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;0.00
581.0;3;0.00
581.0;3;
581.0;3;26.00
581.0;3;
581.0;3;
581.0;3;25.00
581.0;3;8.00
581.0;3;
581.0;3;
581.0;3;
581.0;3;
581.0;3;
1237.0;5;
1237.0;5;18.00
1237.0;5;
1237.0;5;23.00
1237.0;5;3.00
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;0.00
1237.0;5;
1237.0;5;0.00
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;56.00
1237.0;5;
1237.0;5;0.00
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;88.00
1237.0;5;
1237.0;5;1.00
1237.0;5;7.00
1237.0;5;
1237.0;5;0.00
1237.0;5;0.00
1237.0;5;
1237.0;5;11.00
1237.0;5;
1237.0;5;8.00
1237.0;5;81.00
1237.0;5;
1237.0;5;
1237.0;5;351.00
1237.0;5;0.00
1237.0;5;
1237.0;5;59.00
1237.0;5;
1237.0;5;
1237.0;5;
1237.0;5;9.00
1237.0;5;23.00
1237.0;5;18.00
1237.0;5;
1237.0;5;11.00
1237.0;5;15.00
1237.0;5;7.00
1237.0;5;4.00
1237.0;5;
1237.0;5;18.00
1237.0;5;14.00
1237.0;5;
1237.0;5;25.00
1237.0;5;7.00
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;0.00
997.0;4;
997.0;4;
997.0;4;
997.0;4;0.00
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;126.00
997.0;4;
997.0;4;229.00
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
997.0;4;
1182.0;5;
1182.0;5;1.00
1182.0;5;
1182.0;5;
1182.0;5;26.00
1182.0;5;7.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;12.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;17.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;139.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;20.00
1182.0;5;
1182.0;5;0.00
1182.0;5;21.00
1182.0;5;13.00
1182.0;5;1.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;0.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;14.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;7.00
1182.0;5;
1182.0;5;
1182.0;5;
1182.0;5;1.00
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;60.00
2584.0;11;6.00
2584.0;11;
2584.0;11;0.00
2584.0;11;7.00
2584.0;11;
2584.0;11;0.00
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;6.00
2584.0;11;9.00
2584.0;11;8.00
2584.0;11;
2584.0;11;0.00
2584.0;11;0.00
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;0.00
2584.0;11;
2584.0;11;
2584.0;11;4.00
2584.0;11;
2584.0;11;86.00
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;0.00
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;135.00
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;
2584.0;11;9.00
2584.0;11;0.00
2584.0;11;163.00
2584.0;11;
2584.0;11;
2584.0;11;0.00
2584.0;11;16.00
2584.0;11;142.00
2584.0;11;0.00
2584.0;11;
2584.0;11;
1428.0;6;13.00
1428.0;6;0.00
1428.0;6;106.00
1428.0;6;
1428.0;6;10.00
1428.0;6;
1428.0;6;
1428.0;6;
1428.0;6;
1428.0;6;
1428.0;6;17.00
1428.0;6;
1428.0;6;
1428.0;6;
1428.0;6;
1428.0;6;
1428.0;6;202.00
1428.0;6;
1428.0;6;12.00
1428.0;6;
1428.0;6;
1428.0;6;17.00
1428.0;6;
1428.0;6;
1428.0;6;7.00
1428.0;6;
1428.0;6;
1428.0;6;23.00
1428.0;6;20.00
1428.0;6;
1428.0;6;61.00
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;2.00
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;0.00
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;0.00
944.0;4;0.00
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;1.00
944.0;4;0.00
944.0;4;
944.0;4;0.00
944.0;4;9.00
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;6.00
944.0;4;
944.0;4;27.00
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;
944.0;4;10.00
944.0;4;
944.0;4;10.00
944.0;4;
944.0;4;
944.0;4;4.00
264.0;2;
264.0;2;
264.0;2;6.00
264.0;2;16.00
264.0;2;0.00
264.0;2;3.00
264.0;2;
264.0;2;2.00
264.0;2;
264.0;2;
264.0;2;
264.0;2;
264.0;2;
264.0;2;6.00
264.0;2;
264.0;2;13.00
264.0;2;
264.0;2;
264.0;2;6.00
264.0;2;
264.0;2;
264.0;2;0.00
264.0;2;
264.0;2;137.00
264.0;2;10.00
264.0;2;92.00
264.0;2;
264.0;2;
264.0;2;
264.0;2;
264.0;2;
444.0;2;108.00
444.0;2;24.00
444.0;2;15.00
444.0;2;
444.0;2;
444.0;2;
444.0;2;
444.0;2;8.00
444.0;2;
444.0;2;
444.0;2;
444.0;2;
444.0;2;
444.0;2;9.00
444.0;2;7.00
444.0;2;
444.0;2;6.00
444.0;2;8.00
444.0;2;11.00
444.0;2;
444.0;2;
444.0;2;7.00
444.0;2;
444.0;2;
444.0;2;0.00
444.0;2;
444.0;2;
444.0;2;
444.0;2;
444.0;2;4.00
444.0;2;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;268.00
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;0.00
2496.0;10;
2496.0;10;18.00
2496.0;10;
2496.0;10;8.00
2496.0;10;19.00
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;0.00
2496.0;10;
2496.0;10;0.00
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;6.00
2496.0;10;
2496.0;10;4.00
2496.0;10;0.00
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;
2496.0;10;0.00
2496.0;10;3.00
2496.0;10;8.00
2496.0;10;
2496.0;10;1.00
2496.0;10;
2496.0;10;
2496.0;10;
313.0;2;3.00
313.0;2;37.00
313.0;2;
313.0;2;29.00
313.0;2;8.00
313.0;2;
313.0;2;
313.0;2;4.00
313.0;2;
313.0;2;
313.0;2;
313.0;2;4.00
313.0;2;
313.0;2;
313.0;2;
313.0;2;
313.0;2;
313.0;2;0.00
313.0;2;
313.0;2;2.00
313.0;2;
313.0;2;
313.0;2;2.00
313.0;2;0.00
313.0;2;
313.0;2;
313.0;2;
313.0;2;
313.0;2;2.00
313.0;2;
313.0;2;6.00
1069.0;5;
1069.0;5;19.00
1069.0;5;0.00
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;10.00
1069.0;5;4.00
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;0.00
1069.0;5;0.00
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;0.00
1069.0;5;1.00
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
1069.0;5;
2300.0;10;
2300.0;10;0.00
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;42.00
2300.0;10;
2300.0;10;
2300.0;10;7.00
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;39.00
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;16.00
2300.0;10;
2300.0;10;
2300.0;10;49.00
2300.0;10;
2300.0;10;55.00
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;62.00
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;5.00
2300.0;10;
2300.0;10;6.00
2300.0;10;
2300.0;10;
2300.0;10;9.00
2300.0;10;
2300.0;10;
2300.0;10;15.00
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;
2300.0;10;0.00
2248.0;9;
2248.0;9;0.00
2248.0;9;0.00
2248.0;9;
2248.0;9;172.00
2248.0;9;
2248.0;9;
2248.0;9;11.00
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;72.00
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;16.00
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
2248.0;9;
1068.0;5;8.00
1068.0;5;29.00
1068.0;5;0.00
1068.0;5;1.00
1068.0;5;0.00
1068.0;5;7.00
1068.0;5;
1068.0;5;
1068.0;5;0.00
1068.0;5;12.00
1068.0;5;0.00
1068.0;5;
1068.0;5;0.00
1068.0;5;0.00
1068.0;5;0.00
1068.0;5;0.00
1068.0;5;
1068.0;5;0.00
1068.0;5;8.00
1068.0;5;25.00
1068.0;5;
1068.0;5;0.00
1068.0;5;0.00
1068.0;5;26.00
1068.0;5;
1068.0;5;
1068.0;5;6.00
1068.0;5;0.00
1068.0;5;0.00
1068.0;5;0.00
1068.0;5;
2586.0;11;0.00
2586.0;11;0.00
2586.0;11;53.00
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;0.00
2586.0;11;
2586.0;11;0.00
2586.0;11;
2586.0;11;
2586.0;11;0.00
2586.0;11;0.00
2586.0;11;0.00
2586.0;11;0.00
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;0.00
2586.0;11;0.00
2586.0;11;0.00
2586.0;11;0.00
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;9.00
2586.0;11;
2586.0;11;
2586.0;11;0.00
2586.0;11;
2586.0;11;21.00
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;0.00
2586.0;11;10.00
2586.0;11;0.00
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;0.00
2586.0;11;11.00
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;
2586.0;11;12.00
2586.0;11;
2586.0;11;
2588.0;11;2.00
2588.0;11;0.00
2588.0;11;30.00
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;0.00
2588.0;11;
2588.0;11;
2588.0;11;19.00
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;0.00
2588.0;11;
2588.0;11;
2588.0;11;0.00
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;11.00
2588.0;11;2.00
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;1.00
2588.0;11;
2588.0;11;1.00
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;0.00
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2588.0;11;
2475.0;10;
2475.0;10;
2475.0;10;145.00
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;0.00
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;3.00
2475.0;10;
2475.0;10;
2475.0;10;
2475.0;10;11.00
2475.0;10;
2475.0;10;12.00
2475.0;10;
369.0;2;
369.0;2;
369.0;2;16.00
369.0;2;
369.0;2;
369.0;2;
369.0;2;
369.0;2;0.00
369.0;2;
369.0;2;
369.0;2;
369.0;2;
369.0;2;5.00
369.0;2;
369.0;2;
369.0;2;17.00
369.0;2;
369.0;2;
369.0;2;
369.0;2;
369.0;2;
369.0;2;
369.0;2;10.00
369.0;2;
369.0;2;
369.0;2;9.00
369.0;2;
1129.0;5;18.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;16.00
1129.0;5;12.00
1129.0;5;
1129.0;5;16.00
1129.0;5;11.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;12.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;29.00
1129.0;5;23.00
1129.0;5;11.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;14.00
1129.0;5;
1129.0;5;
1129.0;5;23.00
1129.0;5;
1129.0;5;
1129.0;5;7.00
1129.0;5;
1129.0;5;
1129.0;5;12.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;0.00
1129.0;5;0.00
1129.0;5;
1129.0;5;0.00
1129.0;5;0.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;75.00
1129.0;5;21.00
1129.0;5;5.00
1129.0;5;0.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;17.00
1129.0;5;
1129.0;5;
1129.0;5;
1129.0;5;0.00
184.0;1;
184.0;1;
184.0;1;0.00
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
184.0;1;
2704.0;11;
2704.0;11;19.00
2704.0;11;
2704.0;11;
2704.0;11;16.00
2704.0;11;
2704.0;11;0.00
2704.0;11;
2704.0;11;
2704.0;11;
2704.0;11;
2704.0;11;
2704.0;11;0.00
2704.0;11;0.00
2704.0;11;
2704.0;11;
2704.0;11;0.00
2704.0;11;
2704.0;11;
2704.0;11;
2704.0;11;
2704.0;11;
2704.0;11;
2704.0;11;0.00
2704.0;11;13.00
2704.0;11;9.00
857.0;4;
857.0;4;4.00
857.0;4;9.00
857.0;4;17.00
857.0;4;
857.0;4;
857.0;4;5.00
857.0;4;
857.0;4;
857.0;4;11.00
857.0;4;8.00
857.0;4;
857.0;4;6.00
857.0;4;3.00
857.0;4;
857.0;4;
857.0;4;
857.0;4;
857.0;4;13.00
857.0;4;11.00
857.0;4;
857.0;4;15.00
857.0;4;21.00
857.0;4;138.00
857.0;4;
857.0;4;
857.0;4;
857.0;4;
857.0;4;
857.0;4;113.00
857.0;4;
563.0;3;3.00
563.0;3;
563.0;3;7.00
563.0;3;
563.0;3;291.00
563.0;3;
563.0;3;0.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;9.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;2.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;18.00
563.0;3;
563.0;3;
563.0;3;5.00
563.0;3;
563.0;3;
563.0;3;21.00
563.0;3;
563.0;3;11.00
563.0;3;
563.0;3;16.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;22.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;
563.0;3;5.00
563.0;3;
563.0;3;
563.0;3;
563.0;3;22.00
563.0;3;
563.0;3;
563.0;3;18.00
1023.0;5;
1023.0;5;12.00
1023.0;5;22.00
1023.0;5;0.00
1023.0;5;3.00
1023.0;5;
1023.0;5;
1023.0;5;0.00
1023.0;5;0.00
1023.0;5;49.00
1023.0;5;10.00
1023.0;5;
1023.0;5;0.00
1023.0;5;0.00
1023.0;5;0.00
1023.0;5;0.00
1023.0;5;10.00
1023.0;5;
1023.0;5;1.00
1023.0;5;0.00
1023.0;5;
1023.0;5;0.00
1023.0;5;0.00
1023.0;5;22.00
1023.0;5;
1023.0;5;
1023.0;5;
1023.0;5;0.00
1023.0;5;0.00
1023.0;5;0.00
1023.0;5;4.00
805.0;4;
805.0;4;24.00
805.0;4;
805.0;4;4.00
805.0;4;
805.0;4;
805.0;4;
805.0;4;140.00
805.0;4;61.00
805.0;4;
805.0;4;
805.0;4;24.00
805.0;4;8.00
805.0;4;
805.0;4;1.00
805.0;4;44.00
805.0;4;
805.0;4;12.00
805.0;4;
805.0;4;21.00
805.0;4;16.00
805.0;4;
805.0;4;
805.0;4;26.00
805.0;4;
805.0;4;
805.0;4;
805.0;4;17.00
805.0;4;
805.0;4;
805.0;4;
805.0;4;
805.0;4;46.00
805.0;4;
805.0;4;9.00
805.0;4;11.00
805.0;4;
805.0;4;
805.0;4;
805.0;4;49.00
805.0;4;
805.0;4;
805.0;4;0.00
805.0;4;0.00
805.0;4;
805.0;4;35.00
805.0;4;
805.0;4;
805.0;4;
805.0;4;
805.0;4;
805.0;4;
805.0;4;
805.0;4;
805.0;4;43.00
805.0;4;39.00
805.0;4;
805.0;4;
805.0;4;210.00
805.0;4;
805.0;4;
805.0;4;
2105.0;9;55.00
2105.0;9;0.00
2105.0;9;158.00
2105.0;9;
2105.0;9;
2105.0;9;11.00
2105.0;9;
2105.0;9;11.00
2105.0;9;20.00
2105.0;9;20.00
2105.0;9;152.00
2105.0;9;
2105.0;9;
2105.0;9;10.00
2105.0;9;3.00
2105.0;9;16.00
2105.0;9;
2105.0;9;
2105.0;9;
2105.0;9;
2105.0;9;0.00
2105.0;9;
2105.0;9;
2105.0;9;24.00
2105.0;9;35.00
2105.0;9;7.00
2105.0;9;2.00
2105.0;9;0.00
2105.0;9;6.00
2105.0;9;
2105.0;9;0.00
2105.0;9;8.00
2105.0;9;11.00
2105.0;9;5.00
2105.0;9;32.00
2105.0;9;
2105.0;9;10.00
2105.0;9;
2105.0;9;3.00
2105.0;9;6.00
2105.0;9;0.00
2105.0;9;6.00
2105.0;9;
2105.0;9;
2105.0;9;0.00
2105.0;9;
2105.0;9;4.00
2105.0;9;
2105.0;9;52.00
2105.0;9;
2105.0;9;
2105.0;9;
2105.0;9;
2105.0;9;
2105.0;9;11.00
2105.0;9;0.00
2105.0;9;6.00
2105.0;9;
2105.0;9;6.00
2105.0;9;0.00
2105.0;9;
2105.0;9;
1028.0;5;5.00
1028.0;5;13.00
1028.0;5;10.00
1028.0;5;
1028.0;5;9.00
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;
1028.0;5;9.00
1028.0;5;
1028.0;5;
1028.0;5;
