CarrierDelay;WeatherDelay;NASDelay
1476.0;6;
854.0;4;
641.0;3;
140.0;1;
966.0;4;
1303.0;6;
1416.0;6;
1041.0;5;
1346.0;6;
140.0;1;
1416.0;6;
1303.0;6;
1464.0;6;
1235.0;5;
964.0;4;
224.0;1;
1290.0;6;
1609.0;7;
86.0;1;
305.0;2;
1009.0;5;
1085.0;5;
86.0;1;
2288.0;10;
895.0;4;
1416.0;6;
862.0;4;
964.0;4;0.00
1506.0;7;
1607.0;7;
329.0;2;
787.0;4;
1182.0;5;
2457.0;10;
200.0;1;
1195.0;5;
2457.0;10;
1635.0;7;
776.0;4;
550.0;3;
550.0;3;
158.0;1;
2393.0;10;0.00
550.0;3;0.00
862.0;4;
862.0;4;
200.0;1;0.00
2442.0;10;
1597.0;7;
925.0;4;
2442.0;10;
1605.0;7;
2454.0;10;
966.0;4;
1744.0;7;
2548.0;11;
1400.0;6;
2556.0;11;
316.0;2;
819.0;4;
337.0;2;
967.0;4;
246.0;1;
794.0;4;
1222.0;5;
1062.0;5;
837.0;4;
191.0;1;
1571.0;7;
1571.0;7;
1416.0;6;
191.0;1;
447.0;2;
719.0;3;
224.0;1;
966.0;4;
1162.0;5;
733.0;3;
758.0;4;
1723.0;7;23.00
1167.0;5;
2565.0;11;
528.0;3;
1739.0;7;
1726.0;7;
811.0;4;16.00
719.0;3;
1744.0;7;
588.0;3;
1440.0;6;
1635.0;7;0.00
2072.0;9;
719.0;3;
1726.0;7;
212.0;1;
1781.0;8;
1372.0;6;
1068.0;5;
1379.0;6;
997.0;4;
1068.0;5;
853.0;4;
2052.0;9;
854.0;4;
1379.0;6;
854.0;4;
937.0;4;
2565.0;11;
2133.0;9;
862.0;4;
1085.0;5;0.00
1635.0;7;
212.0;1;0.00
1372.0;6;
862.0;4;
991.0;4;
2454.0;10;
2454.0;10;
1085.0;5;
1635.0;7;
1608.0;7;
1379.0;6;
1208.0;5;
1222.0;5;
733.0;3;
483.0;2;
2161.0;9;
689.0;3;
2565.0;11;
235.0;1;
200.0;1;
1400.0;6;
1874.0;8;
862.0;4;
1346.0;6;
937.0;4;
1825.0;8;
955.0;4;
1023.0;5;
2402.0;10;
191.0;1;
200.0;1;
1372.0;6;6.00
1416.0;6;
1085.0;5;0.00
2434.0;10;
937.0;4;
746.0;3;0.00
140.0;1;
1416.0;6;
1303.0;6;
447.0;2;
775.0;4;
680.0;3;
1303.0;6;
2253.0;10;
2565.0;11;
2454.0;10;
1874.0;8;
1065.0;5;
1075.0;5;
2139.0;9;
447.0;2;
1222.0;5;
2521.0;11;
1744.0;7;
1009.0;5;
787.0;4;
305.0;2;
967.0;4;
116.0;1;
235.0;1;15.00
1846.0;8;0.00
997.0;4;0.00
1504.0;7;
1825.0;8;
1671.0;7;
1671.0;7;
2565.0;11;
1825.0;8;
1829.0;8;
2454.0;10;
2419.0;10;
2565.0;11;0.00
997.0;4;
1416.0;6;
862.0;4;
534.0;3;
2454.0;10;100.00
787.0;4;
937.0;4;
200.0;1;0.00
1400.0;6;
1874.0;8;
1372.0;6;
2704.0;11;0.00
680.0;3;
337.0;2;
140.0;1;
1023.0;5;0.00
1009.0;5;
1620.0;7;
967.0;4;
1068.0;5;
235.0;1;
901.0;4;
819.0;4;
1235.0;5;
1608.0;7;
1005.0;5;
416.0;2;
1721.0;7;
337.0;2;
967.0;4;
1635.0;7;
2584.0;11;
1379.0;6;
967.0;4;
2454.0;10;23.00
1504.0;7;
1744.0;7;
1969.0;8;71.00
1372.0;6;
1969.0;8;
1874.0;8;
862.0;4;
2425.0;10;8.00
1185.0;5;
1504.0;7;
733.0;3;
641.0;3;
224.0;1;
1185.0;5;
862.0;4;
692.0;3;
719.0;3;
1635.0;7;
1379.0;6;
837.0;4;
1379.0;6;
602.0;3;
1400.0;6;9.00
1062.0;5;
1025.0;5;
224.0;1;
1062.0;5;
200.0;1;
862.0;4;
1504.0;7;
2565.0;11;287.00
447.0;2;0.00
1009.0;5;
316.0;2;
1068.0;5;
191.0;1;
1400.0;6;
1346.0;6;
1065.0;5;
1182.0;5;
787.0;4;
854.0;4;
1504.0;7;
901.0;4;
937.0;4;
997.0;4;
1609.0;7;
1491.0;6;
349.0;2;
1379.0;6;
1558.0;7;
602.0;3;
284.0;2;
191.0;1;
836.0;4;
550.0;3;97.00
787.0;4;
854.0;4;
1476.0;6;
1325.0;6;
1023.0;5;25.00
2419.0;10;
925.0;4;
2434.0;10;
3329.0;11;
414.0;2;
802.0;4;
1416.0;6;
305.0;2;
2227.0;9;
391.0;2;
599.0;3;
2338.0;10;
977.0;4;
2447.0;10;
1882.0;8;
862.0;4;
337.0;2;
776.0;4;
1182.0;5;
1846.0;8;
895.0;4;
1197.0;5;
3302.0;11;
1506.0;7;
414.0;2;
1874.0;8;
191.0;1;
3329.0;11;
1506.0;7;
985.0;4;
2338.0;10;
1969.0;8;
2338.0;10;
2367.0;10;
2367.0;10;
334.0;2;
925.0;4;
2367.0;10;
326.0;2;
1882.0;8;0.00
2504.0;11;
533.0;3;266.00
2434.0;10;
2227.0;9;0.00
733.0;3;
639.0;3;
2449.0;10;
811.0;4;
997.0;4;
495.0;2;
1635.0;7;
2400.0;10;
733.0;3;
2402.0;10;
2402.0;10;
1195.0;5;
1068.0;5;
3414.0;11;
2447.0;10;
334.0;2;
1195.0;5;
787.0;4;
1009.0;5;
599.0;3;
679.0;3;
1065.0;5;
447.0;2;
862.0;4;
651.0;3;
2398.0;10;
651.0;3;
200.0;1;0.00
1400.0;6;
1379.0;6;
964.0;4;
305.0;2;
775.0;4;
550.0;3;
1222.0;5;
628.0;3;
1846.0;8;
748.0;3;
2227.0;9;
1068.0;5;
937.0;4;
414.0;2;0.00
854.0;4;
1050.0;5;
997.0;4;
2454.0;10;6.00
1911.0;8;
985.0;4;
337.0;2;
819.0;4;
372.0;2;
612.0;3;
414.0;2;
200.0;1;
719.0;3;
421.0;2;
2419.0;10;
372.0;2;
2161.0;9;
1635.0;7;
964.0;4;
862.0;4;
1325.0;6;
2133.0;9;
719.0;3;0.00
1726.0;7;
1012.0;5;
612.0;3;
2565.0;11;
1440.0;6;
937.0;4;
2133.0;9;
337.0;2;
2227.0;9;
2425.0;10;
120.0;1;
266.0;2;
1723.0;7;
1023.0;5;0.00
934.0;4;
326.0;2;
708.0;3;
2565.0;11;
2227.0;9;
2227.0;9;
997.0;4;
763.0;4;
2338.0;10;
1874.0;8;
1597.0;7;0.00
1379.0;6;
2398.0;10;
2306.0;10;
1416.0;6;
1569.0;7;
1825.0;8;
867.0;4;
1723.0;7;
224.0;1;
550.0;3;
1023.0;5;16.00
1065.0;5;
2338.0;10;
1635.0;7;
1303.0;6;
1023.0;5;
2133.0;9;
200.0;1;0.00
2434.0;10;
641.0;3;
120.0;1;
1703.0;7;
967.0;4;
1635.0;7;
1303.0;6;
1023.0;5;17.00
1085.0;5;
977.0;4;
1558.0;7;
1400.0;6;
1068.0;5;
2419.0;10;
861.0;4;
329.0;2;0.00
1235.0;5;
305.0;2;
937.0;4;
1085.0;5;
120.0;1;
802.0;4;
1608.0;7;
2402.0;10;0.00
2446.0;10;
1091.0;5;
642.0;3;
760.0;4;
2398.0;10;
1024.0;5;
1436.0;6;
612.0;3;
606.0;3;
925.0;4;
236.0;1;
1651.0;7;
1085.0;5;
2556.0;11;2.00
1346.0;6;
746.0;3;
1023.0;5;
2565.0;11;
158.0;1;
191.0;1;
937.0;4;
692.0;3;
733.0;3;
977.0;4;
964.0;4;
758.0;4;
1607.0;7;
1007.0;5;
651.0;3;
2454.0;10;21.00
1609.0;7;
1197.0;5;
1009.0;5;
212.0;1;
409.0;2;
966.0;4;
846.0;4;
1620.0;7;
2434.0;10;
1620.0;7;
1023.0;5;
1050.0;5;
1723.0;7;
1504.0;7;
1012.0;5;
642.0;3;
2400.0;10;
1120.0;5;
646.0;3;
612.0;3;
1651.0;7;
1372.0;6;
334.0;2;
2556.0;11;
3302.0;11;
140.0;1;
200.0;1;0.00
421.0;2;
967.0;4;
2288.0;10;
1440.0;6;
1182.0;5;
1379.0;6;
1085.0;5;
316.0;2;20.00
2704.0;11;574.00
948.0;4;
1235.0;5;
1416.0;6;
2402.0;10;
334.0;2;
925.0;4;
802.0;4;
612.0;3;
1023.0;5;
2007.0;9;
2504.0;11;
2615.0;11;
416.0;2;
1504.0;7;
2615.0;11;
708.0;3;
1065.0;5;
550.0;3;
2338.0;10;
583.0;3;
967.0;4;
1416.0;6;
1303.0;6;
678.0;3;
837.0;4;
2486.0;10;
1620.0;7;
363.0;2;
1005.0;5;
864.0;4;
680.0;3;
2338.0;10;13.00
413.0;2;166.00
837.0;4;
1012.0;5;
719.0;3;
1185.0;5;
867.0;4;0.00
977.0;4;
1012.0;5;
1605.0;7;
2052.0;9;
472.0;2;
1034.0;5;
1005.0;5;
120.0;1;
925.0;4;
1597.0;7;
1416.0;6;
1597.0;7;
191.0;1;
867.0;4;
1167.0;5;
733.0;3;
719.0;3;
1208.0;5;
191.0;1;
1065.0;5;
746.0;3;
2454.0;10;
414.0;2;0.00
224.0;1;
1379.0;6;
854.0;4;
305.0;2;
1197.0;5;
1379.0;6;
334.0;2;
140.0;1;
787.0;4;
1597.0;7;
108.0;1;
2556.0;11;365.00
854.0;4;
854.0;4;
964.0;4;
2615.0;11;0.00
802.0;4;
1709.0;7;
316.0;2;
758.0;4;
2556.0;11;
236.0;1;
3414.0;11;
925.0;4;
550.0;3;
1199.0;5;
1242.0;5;
200.0;1;0.00
1846.0;8;
1290.0;6;
776.0;4;
888.0;4;
651.0;3;
299.0;2;
2504.0;11;
1007.0;5;
802.0;4;
200.0;1;0.00
1635.0;7;
853.0;4;
1721.0;7;
1379.0;6;
826.0;4;
862.0;4;
1190.0;5;
997.0;4;0.00
1120.0;5;
733.0;3;
1744.0;7;
2133.0;9;
862.0;4;
1504.0;7;
2486.0;10;
337.0;2;
719.0;3;
1222.0;5;
862.0;4;
2419.0;10;
2398.0;10;
1023.0;5;
1608.0;7;
1514.0;7;
2556.0;11;0.00
1379.0;6;
1005.0;5;
1416.0;6;
733.0;3;
1703.0;7;
1242.0;5;
802.0;4;
956.0;4;
925.0;4;
2556.0;11;9.00
2065.0;9;
1546.0;7;
316.0;2;
2227.0;9;
2447.0;10;
2139.0;9;
416.0;2;
2425.0;10;
937.0;4;
2454.0;10;
1379.0;6;
2504.0;11;
606.0;3;
1023.0;5;12.00
837.0;4;
864.0;4;
997.0;4;
925.0;4;
937.0;4;
864.0;4;
305.0;2;
925.0;4;
2405.0;10;
862.0;4;
1400.0;6;
1379.0;6;
349.0;2;
447.0;2;
2398.0;10;
550.0;3;
1597.0;7;0.00
1911.0;8;
1379.0;6;
416.0;2;
1009.0;5;20.00
787.0;4;
862.0;4;
925.0;4;
1726.0;7;
2447.0;10;
2486.0;10;
1085.0;5;
1504.0;7;
1504.0;7;
372.0;2;
1346.0;6;
1085.0;5;0.00
2405.0;10;
862.0;4;
1042.0;5;
775.0;4;
212.0;1;0.00
1829.0;8;
820.0;4;
862.0;4;
406.0;2;
1303.0;6;
191.0;1;
934.0;4;
200.0;1;
1400.0;6;
1597.0;7;
305.0;2;
1068.0;5;
2434.0;10;
533.0;3;
1123.0;5;
212.0;1;
2565.0;11;
1208.0;5;
719.0;3;
964.0;4;
1195.0;5;
140.0;1;
1034.0;5;0.00
1120.0;5;
1222.0;5;
140.0;1;
1190.0;5;
760.0;4;
1725.0;7;
2288.0;10;
2486.0;10;
1065.0;5;
912.0;4;
689.0;3;
1034.0;5;
1075.0;5;
2449.0;10;0.00
1372.0;6;
646.0;3;
395.0;2;
1846.0;8;
200.0;1;0.00
678.0;3;
867.0;4;
937.0;4;15.00
1303.0;6;
854.0;4;
1065.0;5;
787.0;4;
1452.0;6;
719.0;3;
964.0;4;
316.0;2;15.00
854.0;4;
1911.0;8;
1514.0;7;
967.0;4;
414.0;2;
305.0;2;
1452.0;6;
1744.0;7;18.00
1379.0;6;
2584.0;11;0.00
817.0;4;
192.0;1;
2565.0;11;
1744.0;7;
733.0;3;
137.0;1;
1167.0;5;
748.0;3;0.00
802.0;4;
1034.0;5;
1436.0;6;
966.0;4;
966.0;4;
224.0;1;
657.0;3;
775.0;4;
1005.0;5;
414.0;2;
2072.0;9;
414.0;2;
1416.0;6;
966.0;4;
1379.0;6;
1123.0;5;11.00
888.0;4;0.00
991.0;4;
862.0;4;
2611.0;11;
413.0;2;0.00
1504.0;7;
679.0;3;
337.0;2;45.00
679.0;3;
628.0;3;
641.0;3;
836.0;4;
612.0;3;
372.0;2;
846.0;4;
977.0;4;
888.0;4;
550.0;3;
472.0;2;
2400.0;10;
811.0;4;
758.0;4;
1182.0;5;
1182.0;5;
2065.0;9;86.00
212.0;1;
1846.0;8;
760.0;4;
746.0;3;0.00
403.0;2;
977.0;4;
867.0;4;0.00
1754.0;8;
991.0;4;
612.0;3;
1726.0;7;
1346.0;6;
316.0;2;
1034.0;5;
2288.0;10;
679.0;3;
1874.0;8;0.00
612.0;3;46.00
1846.0;8;
787.0;4;
1744.0;7;
719.0;3;
1167.0;5;
937.0;4;
612.0;3;
1546.0;7;
651.0;3;0.00
820.0;4;
612.0;3;
888.0;4;
602.0;3;
1969.0;8;
678.0;3;
1023.0;5;
867.0;4;
1754.0;8;
1514.0;7;0.00
991.0;4;
1514.0;7;
622.0;3;
1620.0;7;
1400.0;6;24.00
602.0;3;
853.0;4;
1744.0;7;
224.0;1;
108.0;1;
413.0;2;
1190.0;5;
1012.0;5;
679.0;3;
199.0;1;
236.0;1;
2288.0;10;
2585.0;11;0.00
2133.0;9;
861.0;4;
455.0;2;
802.0;4;
867.0;4;
628.0;3;
1605.0;7;
2139.0;9;17.00
404.0;2;
680.0;3;
802.0;4;
628.0;3;
224.0;1;0.00
550.0;3;0.00
746.0;3;
191.0;1;
2548.0;11;7.00
996.0;4;
1546.0;7;
678.0;3;
846.0;4;18.00
406.0;2;
1620.0;7;
2419.0;10;0.00
862.0;4;
628.0;3;
299.0;2;
1400.0;6;17.00
1620.0;7;
447.0;2;
802.0;4;
588.0;3;
1208.0;5;0.00
1303.0;6;
678.0;3;
2227.0;9;
416.0;2;
2253.0;10;
862.0;4;
1436.0;6;
1452.0;6;
864.0;4;
1635.0;7;
2338.0;10;
372.0;2;
2402.0;10;
1874.0;8;
455.0;2;
804.0;4;
2556.0;11;
1199.0;5;
888.0;4;
733.0;3;
888.0;4;
1744.0;7;
191.0;1;
1162.0;5;5.00
1725.0;7;
861.0;4;
524.0;3;
1703.0;7;
413.0;2;
2419.0;10;0.00
1023.0;5;
1440.0;6;
550.0;3;
1250.0;6;23.00
305.0;2;66.00
733.0;3;
1514.0;7;
1739.0;7;
528.0;3;0.00
2419.0;10;
1024.0;5;
2454.0;10;
966.0;4;
1605.0;7;
1065.0;5;
1506.0;7;0.00
305.0;2;
413.0;2;
588.0;3;
977.0;4;0.00
2454.0;10;
1620.0;7;
733.0;3;
1400.0;6;
372.0;2;
2565.0;11;
1744.0;7;
719.0;3;
1452.0;6;
2227.0;9;
2036.0;9;
2036.0;9;
1943.0;8;
862.0;4;
588.0;3;
2565.0;11;
447.0;2;2.00
867.0;4;
1452.0;6;
955.0;4;
862.0;4;
1504.0;7;
888.0;4;
414.0;2;0.00
802.0;4;0.00
639.0;3;
404.0;2;0.00
316.0;2;
2065.0;9;
236.0;1;
1744.0;7;21.00
1605.0;7;
588.0;3;523.00
719.0;3;
1190.0;5;
643.0;3;
140.0;1;
1041.0;5;
2454.0;10;
888.0;4;
2704.0;11;0.00
867.0;4;
746.0;3;
622.0;3;
2079.0;9;0.00
2079.0;9;
719.0;3;
305.0;2;
1024.0;5;
2615.0;11;
455.0;2;
826.0;4;
760.0;4;
733.0;3;
1744.0;7;
925.0;4;0.00
1452.0;6;
2065.0;9;
846.0;4;
337.0;2;0.00
1721.0;7;
888.0;4;
862.0;4;
794.0;4;
1504.0;7;0.00
414.0;2;
2486.0;10;
472.0;2;
524.0;3;27.00
1514.0;7;
678.0;3;
1023.0;5;
867.0;4;21.00
1754.0;8;
628.0;3;
1514.0;7;
337.0;2;0.00
679.0;3;9.00
612.0;3;
1024.0;5;
337.0;2;0.00
2704.0;11;0.00
455.0;2;
783.0;4;4.00
264.0;2;
846.0;4;
867.0;4;
1874.0;8;
862.0;4;
977.0;4;
2367.0;10;
937.0;4;
1065.0;5;
1182.0;5;
2704.0;11;0.00
337.0;2;
1514.0;7;
1546.0;7;
1005.0;5;
967.0;4;0.00
763.0;4;50.00
733.0;3;56.00
719.0;3;
416.0;2;
2419.0;10;0.00
1005.0;5;0.00
775.0;4;
804.0;4;
746.0;3;
862.0;4;
337.0;2;0.00
758.0;4;
2306.0;10;
316.0;2;
2486.0;10;
991.0;4;
2454.0;10;
337.0;2;
2565.0;11;0.00
862.0;4;
1005.0;5;
746.0;3;
1199.0;5;
909.0;4;
2419.0;10;
888.0;4;
1620.0;7;
529.0;3;
1635.0;7;
846.0;4;
1452.0;6;
200.0;1;
1491.0;6;
804.0;4;
224.0;1;
854.0;4;
337.0;2;
334.0;2;
1012.0;5;
2398.0;10;
404.0;2;
414.0;2;0.00
1546.0;7;
550.0;3;0.00
447.0;2;0.00
1846.0;8;
413.0;2;
2306.0;10;
966.0;4;0.00
1009.0;5;
1091.0;5;
1754.0;8;
406.0;2;
1635.0;7;
447.0;2;0.00
2521.0;11;
3365.0;11;
349.0;2;
937.0;4;
2446.0;10;0.00
758.0;4;0.00
628.0;3;
1065.0;5;
588.0;3;
305.0;2;
925.0;4;
1440.0;6;
2398.0;10;
937.0;4;
447.0;2;
612.0;3;
651.0;3;
1208.0;5;0.00
1744.0;7;
1709.0;7;
326.0;2;0.00
4962.0;11;14.00
4962.0;11;
414.0;2;7.00
811.0;4;0.00
414.0;2;8.00
649.0;3;
1400.0;6;
1201.0;5;
550.0;3;0.00
413.0;2;97.00
679.0;3;
646.0;3;
1154.0;5;
4184.0;11;
1620.0;7;
1829.0;8;
200.0;1;
997.0;4;
1605.0;7;
2419.0;10;
1754.0;8;
1024.0;5;
776.0;4;104.00
657.0;3;0.00
888.0;4;
447.0;2;0.00
783.0;4;
1605.0;7;
1024.0;5;
1197.0;5;
1605.0;7;
3365.0;11;
224.0;1;
2306.0;10;
758.0;4;
472.0;2;
236.0;1;
1558.0;7;
1956.0;8;
1190.0;5;
854.0;4;
802.0;4;
2704.0;11;
140.0;1;0.00
1943.0;8;9.00
1362.0;6;141.00
1956.0;8;
901.0;4;
1605.0;7;
862.0;4;
192.0;1;25.00
1846.0;8;0.00
1504.0;7;
1744.0;7;
246.0;1;
2288.0;10;
622.0;3;
1723.0;7;
534.0;3;
641.0;3;
1597.0;7;
1620.0;7;
200.0;1;
937.0;4;
628.0;3;
2398.0;10;
692.0;3;
264.0;2;
305.0;2;
775.0;4;
363.0;2;
679.0;3;
1464.0;6;68.00
337.0;2;0.00
862.0;4;
524.0;3;4.00
1703.0;7;
746.0;3;0.00
416.0;2;
1362.0;6;
1635.0;7;
2139.0;9;0.00
406.0;2;
909.0;4;
1605.0;7;
140.0;1;0.00
200.0;1;
937.0;4;
1721.0;7;
1250.0;6;64.00
991.0;4;
296.0;2;
1781.0;8;0.00
1005.0;5;
925.0;4;
1491.0;6;
649.0;3;
1744.0;7;
888.0;4;
967.0;4;0.00
391.0;2;
846.0;4;
967.0;4;0.00
826.0;4;
733.0;3;
1721.0;7;
2218.0;9;
337.0;2;
1024.0;5;
326.0;2;
689.0;3;
967.0;4;10.00
1546.0;7;
337.0;2;25.00
1062.0;5;
602.0;3;
3904.0;11;
3904.0;11;
836.0;4;
775.0;4;
1190.0;5;
316.0;2;
612.0;3;8.00
529.0;3;
1012.0;5;
888.0;4;
583.0;3;
888.0;4;
853.0;4;
2704.0;11;
606.0;3;
746.0;3;
1721.0;7;
2253.0;10;0.00
1723.0;7;
200.0;1;
334.0;2;
602.0;3;
641.0;3;
2288.0;10;
236.0;1;
811.0;4;
1009.0;5;0.00
2446.0;10;
2565.0;11;
853.0;4;
316.0;2;0.00
2253.0;10;
550.0;3;
414.0;2;
2419.0;10;
588.0;3;
746.0;3;
1558.0;7;
967.0;4;
733.0;3;
588.0;3;
758.0;4;
334.0;2;
413.0;2;
4243.0;11;
4243.0;11;
802.0;4;0.00
140.0;1;
680.0;3;
679.0;3;0.00
679.0;3;0.00
2565.0;11;9.00
2565.0;11;0.00
2565.0;11;
451.0;2;0.00
1085.0;5;
679.0;3;
372.0;2;0.00
1400.0;6;
2704.0;11;23.00
337.0;2;0.00
137.0;1;
1005.0;5;47.00
550.0;3;
1222.0;5;
867.0;4;0.00
4184.0;11;8.00
3801.0;11;
3801.0;11;
1042.0;5;
129.0;1;
129.0;1;0.00
129.0;1;0.00
129.0;1;
129.0;1;
129.0;1;0.00
129.0;1;
129.0;1;18.00
56.0;1;
73.0;1;
129.0;1;
100.0;1;
143.0;1;0.00
100.0;1;
160.0;1;
299.0;2;
100.0;1;
160.0;1;
299.0;2;
100.0;1;
195.0;1;
642.0;3;
708.0;3;
284.0;2;
160.0;1;
172.0;1;
284.0;2;
212.0;1;
143.0;1;
284.0;2;
143.0;1;
172.0;1;
160.0;1;
195.0;1;
284.0;2;
143.0;1;
143.0;1;
725.0;3;
209.0;1;
209.0;1;
820.0;4;
299.0;2;
645.0;3;
630.0;3;
288.0;2;
325.0;2;
708.0;3;
325.0;2;
594.0;3;
284.0;2;
515.0;3;
116.0;1;
116.0;1;
195.0;1;
445.0;2;
445.0;2;16.00
212.0;1;
872.0;4;
212.0;1;
642.0;3;
708.0;3;
284.0;2;
160.0;1;
284.0;2;
284.0;2;0.00
195.0;1;
725.0;3;
212.0;1;
325.0;2;
212.0;1;16.00
209.0;1;
195.0;1;
172.0;1;
143.0;1;
143.0;1;
246.0;1;
143.0;1;
209.0;1;
212.0;1;
246.0;1;
296.0;2;
172.0;1;
645.0;3;
177.0;1;
594.0;3;
296.0;2;
326.0;2;
594.0;3;0.00
594.0;3;
212.0;1;
445.0;2;
445.0;2;
628.0;3;
696.0;3;
282.0;2;
282.0;2;
266.0;2;
143.0;1;21.00
288.0;2;
628.0;3;
628.0;3;
282.0;2;
282.0;2;
284.0;2;
266.0;2;
288.0;2;
284.0;2;
325.0;2;
143.0;1;
628.0;3;
239.0;1;
900.0;4;
552.0;3;
420.0;2;
528.0;3;
596.0;3;
288.0;2;
130.0;1;
130.0;1;
67.0;1;
403.0;2;
403.0;2;
760.0;4;
420.0;2;
515.0;3;
577.0;3;
557.0;3;
296.0;2;
409.0;2;
403.0;2;54.00
403.0;2;0.00
588.0;3;
588.0;3;0.00
588.0;3;0.00
501.0;3;
94.0;1;
94.0;1;
77.0;1;
288.0;2;
438.0;2;
438.0;2;
67.0;1;
588.0;3;
588.0;3;
223.0;1;
224.0;1;
642.0;3;
849.0;4;
130.0;1;
157.0;1;
224.0;1;
773.0;4;
773.0;4;
642.0;3;
642.0;3;
849.0;4;
130.0;1;
130.0;1;
108.0;1;
67.0;1;
589.0;3;
137.0;1;
223.0;1;3.00
240.0;1;
135.0;1;
630.0;3;
677.0;3;0.00
157.0;1;
760.0;4;
630.0;3;
77.0;1;
303.0;2;
510.0;3;
73.0;1;
623.0;3;
623.0;3;
472.0;2;0.00
696.0;3;
516.0;3;
577.0;3;
510.0;3;
316.0;2;
516.0;3;
316.0;2;
577.0;3;
286.0;2;
1024.0;5;
770.0;4;
359.0;2;
1048.0;5;
286.0;2;
359.0;2;
300.0;2;
300.0;2;
303.0;2;
286.0;2;
456.0;2;
696.0;3;
723.0;3;
679.0;3;
286.0;2;
258.0;2;0.00
679.0;3;17.00
423.0;2;
576.0;3;
1048.0;5;
196.0;1;17.00
752.0;4;
423.0;2;
300.0;2;
451.0;2;
770.0;4;
456.0;2;
696.0;3;
576.0;3;0.00
258.0;2;
770.0;4;
623.0;3;
224.0;1;
286.0;2;
451.0;2;
456.0;2;
472.0;2;
286.0;2;
493.0;2;
723.0;3;0.00
196.0;1;
224.0;1;
258.0;2;
258.0;2;
303.0;2;0.00
488.0;2;
679.0;3;
135.0;1;
258.0;2;
135.0;1;
679.0;3;
604.0;3;0.00
604.0;3;0.00
212.0;1;
666.0;3;
516.0;3;18.00
723.0;3;
229.0;1;
420.0;2;
466.0;2;0.00
420.0;2;
1085.0;5;
420.0;2;
696.0;3;
493.0;2;
483.0;2;
563.0;3;136.00
1085.0;5;
229.0;1;
141.0;1;0.00
623.0;3;
563.0;3;
141.0;1;
212.0;1;
300.0;2;
152.0;1;
152.0;1;
752.0;4;
627.0;3;12.00
250.0;2;
359.0;2;
488.0;2;
483.0;2;
423.0;2;
589.0;3;
488.0;2;
420.0;2;23.00
604.0;3;
303.0;2;
604.0;3;
141.0;1;37.00
141.0;1;
679.0;3;
679.0;3;41.00
212.0;1;
258.0;2;
483.0;2;
212.0;1;
73.0;1;
258.0;2;
752.0;4;
141.0;1;
488.0;2;
141.0;1;
563.0;3;
627.0;3;
563.0;3;
212.0;1;84.00
483.0;2;
212.0;1;0.00
666.0;3;
73.0;1;
73.0;1;
250.0;2;
230.0;1;
752.0;4;
230.0;1;
516.0;3;
1024.0;5;
230.0;1;
258.0;2;
264.0;2;
264.0;2;
491.0;2;59.00
137.0;1;
1009.0;5;
607.0;3;
391.0;2;
948.0;4;
607.0;3;167.00
1009.0;5;
416.0;2;
391.0;2;
258.0;2;22.00
323.0;2;
323.0;2;
334.0;2;
622.0;3;
250.0;2;
1041.0;5;
872.0;4;
531.0;3;0.00
606.0;3;
250.0;2;
403.0;2;
864.0;4;
230.0;1;
646.0;3;
770.0;4;
646.0;3;
235.0;1;
528.0;3;
948.0;4;
977.0;4;
235.0;1;
1199.0;5;
235.0;1;
258.0;2;
472.0;2;
678.0;3;
258.0;2;
1081.0;5;
627.0;3;
678.0;3;
531.0;3;
152.0;1;
770.0;4;
646.0;3;0.00
607.0;3;
607.0;3;
794.0;4;
594.0;3;
334.0;2;
1162.0;5;
250.0;2;
196.0;1;
120.0;1;
1144.0;5;
1081.0;5;
139.0;1;
646.0;3;
627.0;3;
770.0;4;
258.0;2;0.00
139.0;1;
406.0;2;
1144.0;5;
872.0;4;
627.0;3;
152.0;1;
235.0;1;
594.0;3;
250.0;2;0.00
230.0;1;
196.0;1;
1185.0;5;
872.0;4;
1069.0;5;
541.0;3;
622.0;3;
1185.0;5;
120.0;1;
977.0;4;
594.0;3;
864.0;4;
213.0;1;
522.0;3;
441.0;2;
213.0;1;
420.0;2;
441.0;2;
522.0;3;
522.0;3;
475.0;2;
177.0;1;
900.0;4;
474.0;2;
438.0;2;0.00
371.0;2;
522.0;3;
130.0;1;
284.0;2;
474.0;2;
438.0;2;
475.0;2;
157.0;1;
139.0;1;
139.0;1;
67.0;1;
900.0;4;
177.0;1;
177.0;1;
272.0;2;
462.0;2;
462.0;2;
94.0;1;
323.0;2;
577.0;3;
296.0;2;
441.0;2;
139.0;1;
139.0;1;
157.0;1;
177.0;1;
272.0;2;
177.0;1;0.00
67.0;1;4.00
177.0;1;
462.0;2;
462.0;2;
137.0;1;
240.0;1;
773.0;4;
137.0;1;
173.0;1;
288.0;2;
272.0;2;
420.0;2;
196.0;1;
589.0;3;
343.0;2;
299.0;2;
528.0;3;
137.0;1;
223.0;1;
466.0;2;
177.0;1;44.00
67.0;1;
67.0;1;
475.0;2;
589.0;3;
240.0;1;137.00
240.0;1;
177.0;1;
240.0;1;
240.0;1;0.00
160.0;1;
67.0;1;
466.0;2;
476.0;2;
135.0;1;
288.0;2;30.00
239.0;1;
371.0;2;
542.0;3;
401.0;2;
283.0;2;
160.0;1;
528.0;3;
566.0;3;6.00
528.0;3;
240.0;1;
283.0;2;
476.0;2;
239.0;1;
94.0;1;
384.0;2;
239.0;1;
